,classified_id,classified_type,classified_subtype,classified_price,classified_transactionType,classified_zip,classified_visualisationOption,classified_kitchen_type,classified_building_constructionYear,classified_building_condition,classified_energy_heatingType,classified_certificates_primaryEnergyConsumptionLevel,classified_bedroom_count,classified_land_surface,classified_atticExists,classified_basementExists,classified_outdoor_garden_surface,classified_outdoor_terrace_exists,classified_specificities_SME_office_exists,classified_wellnessEquipment_hasSwimmingPool,classified_parking_parkingSpaceCount_indoor,classified_parking_parkingSpaceCount_outdoor,classified_condition_isNewlyBuilt,new_price,classified_region,bedroom_count
4612,9855137,apartment,groundfloor,357000,forsale,1140,xl,hyperequipped,2021.0,justrenovated,,,2.0,,,,188.0,True,,,1.0,,1.0,0,Brussels,2
4613,9955889,apartment,apartment,365000,forsale,1070,xl,hyperequipped,2024.0,good,gas,25.0,3.0,,,,,True,,,1.0,,1.0,0,Brussels,3
4614,9898398,apartment,apartment,370000,forsale,1490,xl,installed,2017.0,good,gas,73.0,2.0,,,True,,True,,,1.0,,1.0,0,Brabant Wallonia,2
4615,9884408,apartment,apartment,375000,forsale,1380,xl,installed,2018.0,good,gas,169.0,2.0,,,True,,True,,,1.0,,1.0,0,Brabant Wallonia,2
4616,9888157,apartment,apartment,385000,forsale,1380,xl,installed,2018.0,good,gas,170.0,2.0,,,True,,True,,,1.0,,1.0,0,Brabant Wallonia,2
4617,10138185,apartment,apartment,387500,forsale,9000,xl,semiequipped,1955.0,justrenovated,gas,147.0,2.0,,,,,,,,,,,0,Oost Vlaanderen,2
4618,9880661,apartment,groundfloor,620000,forsale,1180,xl,hyperequipped,,justrenovated,gas,20.0,3.0,,,True,85.0,True,,,,1.0,1.0,0,Brussels,3
4619,10090349,apartment,apartment,690000,forsale,3000,xl,installed,2017.0,justrenovated,gas,105.0,3.0,,,,,True,,,,,1.0,0,Vlaams Brabant,3
4620,10114856,apartment,penthouse,699000,forsale,1160,xl,installed,2022.0,justrenovated,gas,45.0,2.0,,,True,,True,,,1.0,1.0,1.0,0,Brussels,2
4621,10064896,apartment,penthouse,799000,forsale,1050,xl,installed,2022.0,justrenovated,gas,45.0,3.0,,,True,,True,,,1.0,1.0,1.0,0,Brussels,3
4622,10064892,apartment,penthouse,799000,forsale,1160,xl,installed,2022.0,justrenovated,gas,45.0,3.0,,,True,,True,,,1.0,1.0,1.0,0,Brussels,3
4623,9217742,apartment,apartment,875000,forsale,1332,xl,hyperequipped,2013.0,justrenovated,gas,139.0,3.0,,,True,,True,True,,1.0,2.0,1.0,0,Brabant Wallonia,3
4624,9059584,apartment,apartment,1839000,forsale,1000,xl,hyperequipped,2018.0,justrenovated,gas,66.0,3.0,,,,,True,,,,50.0,1.0,0,Brussels,3
4625,10143941,apartment,flatstudio,280000,forsale,1050,xl,notinstalled,,justrenovated,,77.0,0.0,,,True,,,,,,,,0,Brussels,6 to 8
4626,10144024,apartment,penthouse,600000,forsale,1190,xl,hyperequipped,2011.0,good,,130.0,3.0,,,,,True,,,2.0,,,0,Brussels,3
4627,10130203,apartment,apartment,125000,forsale,4500,xl,semiequipped,1961.0,good,gas,301.0,1.0,,,True,,,,,,,,0,Liege,1
4636,10131942,apartment,apartment,249000,forsale,2170,xl,hyperequipped,1964.0,justrenovated,gas,137.0,2.0,,,,,True,,,1.0,,,0,Antwerp,2
4637,10131837,apartment,loft,675000,forsale,7041,xl,hyperequipped,2016.0,good,,133.0,3.0,,,,700.0,True,True,,6.0,3.0,,0,Hainaut,3
4638,10146794,apartment,apartment,195000,forsale,2540,xl,semiequipped,1958.0,good,gas,241.0,2.0,,,,,,,,,,,0,Antwerp,2
4639,10094018,apartment,apartment,289000,forsale,8670,xl,installed,1991.0,justrenovated,electric,,2.0,,,,,True,,,,,,0,West Vlaanderen,2
4640,10148886,apartment,groundfloor,145000,forsale,1080,xl,notinstalled,,torenovate,,300.0,1.0,,,,,True,,,,,,0,Brussels,1
4641,10149565,apartment,apartment,159500,forsale,8380,xl,semiequipped,,good,,108.0,1.0,,,,,,,,,,,0,West Vlaanderen,1
4642,10150625,apartment,apartment,235000,forsale,8380,xl,semiequipped,,good,,246.0,2.0,,,True,,,,,1.0,,,0,West Vlaanderen,2
4643,10150493,apartment,apartment,275000,forsale,1500,xl,semiequipped,1995.0,good,electric,327.0,2.0,,,True,,True,,,1.0,,,0,Vlaams Brabant,2
4644,10150387,apartment,apartment,615000,forsale,8400,xl,semiequipped,,justrenovated,electric,,2.0,,,True,,True,,,1.0,1.0,,0,West Vlaanderen,2
4645,10150537,apartment,penthouse,625000,forsale,8400,xl,semiequipped,,justrenovated,electric,,2.0,,,True,,True,,,1.0,1.0,,0,West Vlaanderen,2
4646,10150532,apartment,penthouse,625000,forsale,8400,xl,semiequipped,,justrenovated,electric,,2.0,,,True,,True,,,1.0,1.0,,0,West Vlaanderen,2
4647,10149062,apartment,apartment,675000,forsale,8300,xl,hyperequipped,1966.0,justrenovated,gas,98.0,2.0,,,True,,,,,,,,0,West Vlaanderen,2
4648,10149063,apartment,apartment,715000,forsale,8300,xl,hyperequipped,1999.0,torenovate,gas,103.0,2.0,,,True,,True,,,,,,0,West Vlaanderen,2
4649,10136139,apartment,apartment,134000,forsale,4000,xl,notinstalled,,good,fueloil,247.0,2.0,,,,,True,,,,,,0,Liege,2
4650,10137519,apartment,apartment,157000,forsale,1140,xl,semiequipped,1995.0,good,electric,466.0,1.0,,,,,True,,,1.0,,,0,Brussels,1
4651,10089117,apartment,apartment,169650,forsale,2440,xl,installed,1982.0,good,gas,212.0,2.0,,,True,,True,,,1.0,,,0,Antwerp,2
4652,10136040,apartment,apartment,175000,forsale,1140,xl,semiequipped,1968.0,torenovate,gas,314.0,1.0,,,True,,True,True,,,,,0,Brussels,1
4653,10136826,apartment,apartment,179000,forsale,1070,xl,semiequipped,,good,gas,576.0,1.0,,,,,,,,,,,0,Brussels,1
4654,10089110,apartment,apartment,189650,forsale,2440,xl,hyperequipped,1982.0,good,gas,146.0,2.0,,,True,,True,,,1.0,,,0,Antwerp,2
4655,10136235,apartment,penthouse,695000,forsale,1050,xl,hyperequipped,1957.0,justrenovated,gas,190.0,2.0,,,True,,True,,,1.0,,,0,Brussels,2
4656,10136277,apartment,penthouse,2895000,forsale,2000,xl,hyperequipped,2016.0,justrenovated,gas,189.0,4.0,,,True,,True,True,,4.0,8.0,,0,Antwerp,4
4657,10157650,apartment,groundfloor,447500,forsale,9000,xl,hyperequipped,,justrenovated,,,1.0,,,,5.0,True,,,,1.0,1.0,0,Oost Vlaanderen,1
4658,10154555,apartment,apartment,169000,forsale,4870,xl,installed,1954.0,good,gas,305.0,2.0,,,,,,,,,,,0,Liege,2
4659,10141138,apartment,apartment,100000,forsale,4000,xl,installed,1966.0,good,fueloil,283.0,2.0,,,,240.0,True,,,,,,0,Liege,2
4660,10141398,apartment,apartment,109000,forsale,2060,xl,installed,,justrenovated,,609.0,1.0,,,True,,,,,,,,0,Antwerp,1
4661,10022822,apartment,flatstudio,280000,forsale,1000,xl,notinstalled,,justrenovated,,77.0,0.0,,,True,,,,,,,,0,Brussels,6 to 8
4662,10130464,apartment,apartment,455000,forsale,1180,xl,hyperequipped,2022.0,justrenovated,,55.0,2.0,,,True,,True,,,1.0,1.0,1.0,0,Brussels,2
4663,10141373,apartment,groundfloor,895000,forsale,1050,xl,hyperequipped,,justrenovated,,157.0,2.0,,,True,,True,,,,,,0,Brussels,2
4664,10121741,apartment,apartment,75000,forsale,4100,xl,semiequipped,,torenovate,electric,398.0,1.0,,,,,True,,,,1.0,,0,Liege,1
4665,9802874,apartment,apartment,85000,forsale,7100,xl,notinstalled,1965.0,torenovate,fueloil,224.0,2.0,,,True,,True,,,1.0,,,0,Hainaut,2
4674,9937582,apartment,groundfloor,94500,forsale,4950,xl,installed,,good,fueloil,704.0,2.0,,,,,,,,,,,0,Liege,2
4675,10009017,apartment,flatstudio,110000,forsale,8430,xl,installed,1972.0,good,electric,276.0,0.0,,,True,,True,,,,,,0,West Vlaanderen,6 to 8
4676,10121743,apartment,apartment,111000,forsale,4100,xl,installed,,good,gas,475.0,1.0,,,True,,True,,,,1.0,,0,Liege,1
4677,10084948,apartment,apartment,125000,forsale,4000,xl,notinstalled,1980.0,justrenovated,gas,315.0,2.0,,,,,True,,,1.0,,,0,Liege,2
4678,10060215,apartment,apartment,125000,forsale,8420,xl,hyperequipped,,good,electric,344.0,1.0,,,,,True,,,,1.0,,0,West Vlaanderen,1
4679,10086793,apartment,flatstudio,130000,forsale,4700,xl,installed,1988.0,justrenovated,gas,413.0,1.0,,,True,,True,,,1.0,,,0,Liege,1
4680,9891095,apartment,apartment,130000,forsale,8800,xl,semiequipped,1977.0,torenovate,gas,358.0,3.0,,,,,True,,,1.0,,,0,West Vlaanderen,3
4681,9882564,apartment,apartment,130000,forsale,8800,xl,semiequipped,1977.0,torenovate,gas,358.0,3.0,,,,,True,,,1.0,,,0,West Vlaanderen,3
4682,9967368,apartment,apartment,134000,forsale,9300,xl,semiequipped,1989.0,good,electric,446.0,1.0,,,,,,,,,,,0,Oost Vlaanderen,1
4683,9954885,apartment,apartment,139000,forsale,6061,xl,notinstalled,,torenovate,gas,386.0,2.0,,,True,,True,,,3.0,3.0,,0,Hainaut,2
4684,10095347,apartment,apartment,140000,forsale,4970,xl,installed,2009.0,justrenovated,fueloil,279.0,2.0,,,True,,True,,,1.0,,,0,Liege,2
4685,10119847,apartment,flatstudio,145000,forsale,2060,xl,semiequipped,2014.0,good,gas,111.0,0.0,,,True,,True,,,1.0,,,0,Antwerp,6 to 8
4686,9714192,apartment,apartment,145000,forsale,8660,xl,semiequipped,1960.0,good,,117.0,1.0,,,,,,,,,,,0,West Vlaanderen,1
4687,10043388,apartment,duplex,147000,forsale,8380,xl,hyperequipped,2005.0,good,gas,140.0,1.0,,,,,,,,1.0,1.0,,0,West Vlaanderen,1
4688,9980864,apartment,apartment,149000,forsale,2630,xl,installed,1955.0,torenovate,electric,699.0,2.0,,,True,,,,,,,,0,Antwerp,2
4689,9953788,apartment,groundfloor,150000,forsale,1348,xl,semiequipped,1993.0,good,electric,362.0,1.0,,,,,True,,,,1.0,,0,Brabant Wallonia,1
4690,9868225,apartment,apartment,155000,forsale,6700,xl,semiequipped,1978.0,good,electric,320.0,1.0,,,,,True,,,,,,0,Luxembourg,1
4691,10042458,apartment,apartment,159000,forsale,8400,xl,installed,1950.0,good,gas,188.0,1.0,,,,,,,,,,,0,West Vlaanderen,1
4692,10118121,apartment,apartment,160000,forsale,1080,xl,installed,1960.0,good,fueloil,398.0,3.0,,,True,,,,,,,,0,Brussels,3
4693,10125519,apartment,apartment,160000,forsale,5000,xl,installed,,justrenovated,gas,323.0,1.0,,,,,,,,,,,0,Namur,1
4694,9997492,apartment,apartment,160000,forsale,6600,xl,semiequipped,,good,gas,115.0,1.0,,,True,,,,,,,,0,Luxembourg,1
4695,10108698,apartment,apartment,160000,forsale,8430,xl,installed,1975.0,torenovate,electric,279.0,1.0,,,True,,,,,,,,0,West Vlaanderen,1
4696,10115136,apartment,apartment,165000,forsale,8930,xl,installed,,good,gas,233.0,3.0,,,,,,,,,,,0,West Vlaanderen,3
4697,9901728,apartment,apartment,166000,forsale,4000,xl,semiequipped,,good,gas,270.0,2.0,,,True,,True,,,1.0,,,0,Liege,2
4698,10016801,apartment,apartment,170000,forsale,8800,xl,installed,1967.0,justrenovated,gas,154.0,2.0,,,,,True,,,1.0,,,0,West Vlaanderen,2
4699,10041782,apartment,apartment,174000,forsale,9160,xl,notinstalled,2018.0,justrenovated,,,1.0,,,,,True,,,,1.0,,0,Oost Vlaanderen,1
4700,9992303,apartment,apartment,175000,forsale,1400,xl,installed,1968.0,good,fueloil,157.0,2.0,,,True,,True,,,1.0,,,0,Brabant Wallonia,2
4701,10101465,apartment,penthouse,175000,forsale,2660,xl,hyperequipped,1978.0,torenovate,gas,375.0,2.0,,,,,True,,,1.0,,,0,Antwerp,2
4702,10088978,apartment,apartment,175000,forsale,8400,xl,hyperequipped,,justrenovated,gas,293.0,1.0,,,True,,,,,,,,0,West Vlaanderen,1
4703,10078461,apartment,groundfloor,178500,forsale,4680,xl,installed,,good,gas,309.0,2.0,,,,,,,,,,,0,Liege,2
4712,10016158,apartment,apartment,179000,forsale,2870,xl,hyperequipped,1992.0,good,gas,197.0,1.0,,,True,,,,,,,,0,Antwerp,1
4713,10101681,apartment,apartment,179000,forsale,9620,xl,installed,1974.0,justrenovated,gas,183.0,1.0,,,True,,True,,,,,,0,Oost Vlaanderen,1
4714,10002845,apartment,apartment,183000,forsale,3290,xl,installed,1960.0,justrenovated,gas,485.0,2.0,,,,,True,,,,,,0,Vlaams Brabant,2
4715,9661465,apartment,serviceflat,185000,forsale,1180,xl,installed,,good,electric,227.0,1.0,,,,,True,,,1.0,1.0,,0,Brussels,1
4716,10077252,apartment,penthouse,185000,forsale,8301,xl,installed,,justrenovated,electric,393.0,1.0,,,,60000.0,,,True,,50.0,,0,West Vlaanderen,1
4717,10035319,apartment,apartment,189000,forsale,2150,xl,installed,,good,gas,356.0,2.0,,,,,True,,,2.0,1.0,,0,Antwerp,2
4718,10110525,apartment,apartment,189000,forsale,8620,xl,installed,1965.0,justrenovated,gas,309.0,1.0,,,,150.0,,,,,,,0,West Vlaanderen,1
4719,10022784,apartment,apartment,189000,forsale,8790,xl,hyperequipped,,justrenovated,gas,91.96,1.0,,,,,,,,,,,0,West Vlaanderen,1
4720,10092413,apartment,apartment,189000,forsale,9860,xl,installed,2006.0,justrenovated,gas,159.0,1.0,,True,,,True,,,,1.0,,0,Oost Vlaanderen,1
4721,10070792,apartment,flatstudio,195000,forsale,1150,xl,semiequipped,,torenovate,gas,331.0,0.0,,,,,,,,,1.0,,0,Brussels,6 to 8
4722,10085603,apartment,apartment,195000,forsale,9000,xl,installed,1996.0,justrenovated,electric,221.0,1.0,,,True,,True,,True,,1.0,,0,Oost Vlaanderen,1
4723,10085602,apartment,apartment,195000,forsale,9051,xl,installed,1996.0,justrenovated,electric,221.0,1.0,,,True,,True,,True,,1.0,,0,Oost Vlaanderen,1
4724,10071126,apartment,duplex,197500,forsale,7331,xl,installed,2010.0,justrenovated,electric,273.0,2.0,,,,,,True,,1.0,,,0,Hainaut,2
4725,9977797,apartment,apartment,198000,forsale,2222,xl,semiequipped,1935.0,good,gas,230.0,2.0,,,,,,,,,,,0,Antwerp,2
4726,10030752,apartment,apartment,199000,forsale,1070,xl,semiequipped,,good,,231.0,2.0,,,True,,True,,,,,,0,Brussels,2
4727,9866363,apartment,serviceflat,199000,forsale,1800,xl,semiequipped,2005.0,good,gas,237.0,1.0,,,True,,True,,,,,,0,Vlaams Brabant,1
4728,10084296,apartment,apartment,199000,forsale,6000,xl,installed,1990.0,justrenovated,gas,104.0,2.0,,,True,,,,,,,,0,Hainaut,2
4729,10084371,apartment,apartment,199000,forsale,9550,xl,hyperequipped,,justrenovated,gas,101.0,2.0,,,,,,,,,1.0,,0,Oost Vlaanderen,2
4730,9360324,apartment,apartment,199500,forsale,4020,xl,semiequipped,2021.0,good,gas,,4.0,,,,,,,,,,,0,Liege,4
4731,10114187,apartment,apartment,200000,forsale,1140,xl,installed,1980.0,good,gas,127.0,2.0,,,True,,True,,,,,,0,Brussels,2
4732,10009421,apartment,apartment,200000,forsale,4610,xl,installed,2018.0,justrenovated,gas,130.0,1.0,,,True,,True,,,,,,0,Liege,1
4733,10003148,apartment,apartment,205000,forsale,1080,xl,installed,1974.0,torenovate,electric,313.0,2.0,,,True,,True,,,,,,0,Brussels,2
4734,9950894,apartment,apartment,205000,forsale,3545,xl,installed,1996.0,good,gas,134.0,2.0,,,,,,,,,,,0,Limburg,2
4735,9834821,apartment,apartment,209000,forsale,4040,xl,semiequipped,,good,gas,202.0,2.0,,,True,90.0,True,,,1.0,,,0,Liege,2
4736,10008466,apartment,apartment,210000,forsale,1090,xl,installed,1966.0,good,gas,130.0,1.0,,,True,,True,,,,,,0,Brussels,1
4737,10041314,apartment,apartment,210000,forsale,1150,xl,installed,1960.0,torenovate,gas,407.0,1.0,,,True,,,,,,,,0,Brussels,1
4738,9862059,apartment,apartment,214950,forsale,1831,xl,installed,2015.0,good,gas,125.0,1.0,,,True,,True,,,1.0,,,0,Vlaams Brabant,1
4739,10086599,apartment,apartment,215000,forsale,1080,xl,notinstalled,1965.0,good,gas,168.0,2.0,,,True,,True,,,1.0,,,0,Brussels,2
4740,10114850,apartment,apartment,217000,forsale,1831,xl,hyperequipped,1995.0,justrenovated,gas,277.0,1.0,,,,,True,,,,1.0,,0,Vlaams Brabant,1
4741,8271422,apartment,serviceflat,218000,forsale,1800,xl,installed,2017.0,justrenovated,,105.39,1.0,,,,,True,,,,,,0,Vlaams Brabant,1
4750,10076086,apartment,apartment,219000,forsale,3720,xl,installed,1995.0,justrenovated,gas,116.0,3.0,,,,,,,,,,,0,Limburg,3
4751,10121551,apartment,apartment,219000,forsale,8420,xl,hyperequipped,,justrenovated,gas,361.0,2.0,,,,,True,,,1.0,,,0,West Vlaanderen,2
4752,10072901,apartment,apartment,220000,forsale,1630,xl,semiequipped,1971.0,justrenovated,gas,250.0,2.0,,,True,,True,,,,,,0,Vlaams Brabant,2
4753,10021860,apartment,apartment,220000,forsale,8400,xl,installed,2015.0,justrenovated,gas,123.63,2.0,,,,,True,,,,,,0,West Vlaanderen,2
4754,9969135,apartment,apartment,224900,forsale,6840,xl,notinstalled,,justrenovated,gas,85.0,2.0,,,,,True,,,,,,0,Luxembourg,2
4755,10067632,apartment,apartment,225000,forsale,1400,xl,hyperequipped,,good,electric,255.0,2.0,,,True,,True,,,1.0,,,0,Brabant Wallonia,2
4756,9853068,apartment,serviceflat,225000,forsale,1970,xl,installed,2016.0,justrenovated,gas,131.52,1.0,,,True,,True,,,1.0,1.0,,0,Vlaams Brabant,1
4757,9927013,apartment,groundfloor,225000,forsale,2660,xl,installed,1966.0,justrenovated,gas,587.0,2.0,,,True,,True,,,,,,0,Antwerp,2
4758,9649320,apartment,groundfloor,225000,forsale,5000,xl,semiequipped,1964.0,good,gas,245.0,1.0,,,True,,True,,,,,,0,Namur,1
4759,10123530,apartment,apartment,225000,forsale,9320,xl,installed,1967.0,good,gas,561.0,2.0,,,,,,True,,,1.0,,0,Oost Vlaanderen,2
4760,10067737,apartment,apartment,229000,forsale,4032,xl,hyperequipped,1997.0,justrenovated,gas,80.0,3.0,,,True,,True,,,1.0,1.0,,0,Liege,3
4761,10074391,apartment,apartment,229000,forsale,4032,xl,semiequipped,1968.0,good,fueloil,310.0,2.0,,,True,,True,,,1.0,1.0,,0,Liege,2
4762,10076117,apartment,apartment,229500,forsale,2100,xl,installed,1983.0,good,gas,126.0,2.0,,,True,,True,True,,,,,0,Antwerp,2
4763,9977358,apartment,apartment,230000,forsale,6700,xl,semiequipped,2002.0,good,electric,191.0,2.0,,,,,,,,,,,0,Luxembourg,2
4764,10116791,apartment,apartment,235000,forsale,1180,xl,installed,,justrenovated,gas,615.0,1.0,,,,,,,,,,,0,Brussels,1
4765,9913023,apartment,duplex,235000,forsale,1480,xl,semiequipped,,good,gas,326.0,3.0,,,True,,,True,,,1.0,,0,Brabant Wallonia,3
4766,10045499,apartment,apartment,235000,forsale,1640,xl,hyperequipped,,justrenovated,fueloil,201.0,1.0,,,,,True,,,1.0,,,0,Vlaams Brabant,1
4767,10077577,apartment,duplex,235000,forsale,4000,xl,hyperequipped,,good,gas,78.0,3.0,,,True,,,,,,,,0,Liege,3
4768,10110957,apartment,apartment,236000,forsale,2300,xl,semiequipped,1960.0,justrenovated,gas,233.0,3.0,,,,,True,,,1.0,1.0,,0,Antwerp,3
4769,10093708,apartment,apartment,239000,forsale,1770,xl,hyperequipped,1983.0,justrenovated,electric,539.0,2.0,,,,100.0,,,,1.0,2.0,,0,Vlaams Brabant,2
4770,9811999,apartment,apartment,239000,forsale,2020,xl,installed,,good,gas,490.0,3.0,,,True,,,,,,,,0,Antwerp,3
4771,10128369,apartment,apartment,239000,forsale,2100,xl,hyperequipped,1970.0,justrenovated,gas,127.0,2.0,,,,,True,,,,,,0,Antwerp,2
4772,10085832,apartment,apartment,239000,forsale,4000,xl,installed,1996.0,good,electric,167.0,2.0,,,True,,True,,,1.0,,,0,Liege,2
4773,10119213,apartment,penthouse,239000,forsale,9900,xl,installed,2020.0,justrenovated,gas,122.0,1.0,,,,,,,,,,,0,Oost Vlaanderen,1
4774,10118441,apartment,duplex,240000,forsale,1080,xl,semiequipped,1965.0,good,gas,357.0,3.0,,,True,,True,,,1.0,,,0,Brussels,3
4775,10120190,apartment,apartment,245000,forsale,1180,xl,notinstalled,1965.0,good,fueloil,271.0,2.0,,,True,,True,,,,,,0,Brussels,2
4776,10106468,apartment,apartment,245000,forsale,2600,xl,installed,1972.0,justrenovated,gas,148.0,2.0,,,True,,True,,,,,,0,Antwerp,2
4777,10086361,apartment,apartment,245000,forsale,2660,xl,installed,2007.0,justrenovated,gas,159.0,2.0,,,,,True,,,1.0,,,0,Antwerp,2
4778,10124390,apartment,apartment,249000,forsale,1083,xl,semiequipped,1967.0,justrenovated,gas,628.0,3.0,,,True,,True,,,1.0,,,0,Brussels,3
4779,10107302,apartment,apartment,249000,forsale,1480,xl,installed,2017.0,good,electric,77.0,2.0,,,True,,True,,,1.0,,,0,Brabant Wallonia,2
4788,10122590,apartment,apartment,249000,forsale,2100,xl,hyperequipped,1975.0,justrenovated,gas,223.0,2.0,,,True,,True,,,,,,0,Antwerp,2
4789,9976016,apartment,apartment,249000,forsale,7712,xl,installed,,justrenovated,,157.0,1.0,,,,,True,,,,,,0,Hainaut,1
4790,10107097,apartment,apartment,249000,forsale,9040,xl,installed,1967.0,justrenovated,gas,166.0,2.0,,,,,,,,1.0,,,0,Oost Vlaanderen,2
4791,10098858,apartment,apartment,249000,forsale,9140,xl,installed,2007.0,justrenovated,gas,111.0,2.0,,,,,True,,,1.0,,,0,Oost Vlaanderen,2
4792,10108240,apartment,apartment,250000,forsale,1030,xl,installed,1927.0,good,gas,187.0,2.0,,,True,,True,,,,,,0,Brussels,2
4793,10052420,apartment,apartment,250000,forsale,1300,xl,hyperequipped,1979.0,good,gas,183.0,2.0,,,True,,True,,,,1.0,,0,Brabant Wallonia,2
4794,10055947,apartment,penthouse,250000,forsale,1330,xl,notinstalled,1967.0,torenovate,,368.0,3.0,,,,,,,True,,1.0,,0,Brabant Wallonia,3
4795,10116347,apartment,apartment,250000,forsale,5000,xl,semiequipped,2003.0,good,gas,210.0,2.0,,,,,,,,1.0,,,0,Namur,2
4796,10108962,apartment,duplex,250000,forsale,5060,xl,hyperequipped,2013.0,justrenovated,gas,130.0,3.0,,,True,,,,,1.0,,,0,Namur,3
4797,10029625,apartment,apartment,253000,forsale,1180,xl,semiequipped,1967.0,torenovate,gas,339.0,2.0,,,True,,True,,,1.0,,,0,Brussels,2
4798,10030636,apartment,apartment,255000,forsale,1020,xl,installed,1955.0,justrenovated,gas,313.0,2.0,,True,True,,True,,,,,,0,Brussels,2
4799,10109501,apartment,apartment,255000,forsale,1853,xl,hyperequipped,1969.0,justrenovated,fueloil,143.0,2.0,,,True,,True,,,,,,0,Vlaams Brabant,2
4800,10074367,apartment,groundfloor,255000,forsale,8210,xl,installed,,good,gas,168.0,2.0,,,,,True,,,,,,0,West Vlaanderen,2
4801,9957614,apartment,apartment,258000,forsale,8800,xl,installed,2001.0,justrenovated,gas,128.0,2.0,,,,,True,,,1.0,1.0,,0,West Vlaanderen,2
4802,9709128,apartment,apartment,259000,forsale,1140,xl,installed,,good,electric,234.0,2.0,,,,,,,,,1.0,,0,Brussels,2
4803,10085939,apartment,apartment,259000,forsale,9000,xl,installed,1962.0,good,fueloil,397.0,1.0,,,True,,True,,,1.0,1.0,,0,Oost Vlaanderen,1
4804,9776533,apartment,groundfloor,260000,forsale,1180,xl,hyperequipped,,justrenovated,electric,364.0,1.0,,,True,25.0,True,,,,,,0,Brussels,1
4805,9959679,apartment,apartment,260000,forsale,4000,xl,semiequipped,1965.0,good,gas,503.0,3.0,,,True,,True,,,,,,0,Liege,3
4806,10126981,apartment,apartment,260000,forsale,8400,xl,installed,1996.0,justrenovated,gas,157.0,2.0,,,True,,True,,,1.0,,,0,West Vlaanderen,2
4807,10096144,apartment,apartment,265000,forsale,1000,xl,semiequipped,,good,gas,487.0,1.0,,,True,,True,,,,,,0,Brussels,1
4808,8674895,apartment,flatstudio,265000,forsale,1000,xl,hyperequipped,2020.0,justrenovated,gas,,0.0,,,True,,True,,,1.0,,,0,Brussels,6 to 8
4809,10128841,apartment,apartment,265000,forsale,1083,xl,semiequipped,1969.0,good,gas,274.0,3.0,,,True,,True,,,1.0,,,0,Brussels,3
4810,10126040,apartment,apartment,269000,forsale,1080,xl,hyperequipped,1994.0,justrenovated,gas,125.0,2.0,,,True,,True,,,,,,0,Brussels,2
4811,10060353,apartment,apartment,269000,forsale,1140,xl,hyperequipped,1972.0,good,gas,227.0,3.0,,,,,True,,,,,,0,Brussels,3
4812,9747424,apartment,loft,269000,forsale,7700,xl,hyperequipped,2017.0,justrenovated,gas,109.0,2.0,,,True,,True,True,,,1.0,,0,Hainaut,2
4813,9957359,apartment,apartment,270000,forsale,2100,xl,semiequipped,1997.0,justrenovated,gas,135.0,2.0,,,,,True,,,1.0,1.0,,0,Antwerp,2
4814,10127201,apartment,apartment,275000,forsale,1120,xl,installed,1966.0,good,fueloil,475.0,2.0,,,,,True,,,,,,0,Brussels,2
4815,10118251,apartment,groundfloor,275000,forsale,1457,xl,installed,,good,gas,123.0,2.0,,,,69.0,True,,True,,1.0,,0,Brabant Wallonia,2
4816,10066264,apartment,triplex,275000,forsale,1800,xl,semiequipped,,good,gas,141.0,3.0,,,True,,True,,,,,,0,Vlaams Brabant,3
4817,10104640,apartment,apartment,279000,forsale,1030,xl,installed,1932.0,good,gas,343.0,2.0,,,True,,,,,,,,0,Brussels,2
4826,10030788,apartment,apartment,280000,forsale,1140,xl,hyperequipped,,good,,274.0,1.0,,,True,11.0,,True,,,,,0,Brussels,1
4827,10009830,apartment,apartment,285000,forsale,1050,xl,hyperequipped,1965.0,good,gas,207.0,1.0,,,True,,,,,,,,0,Brussels,1
4828,10096503,apartment,apartment,285000,forsale,1180,xl,installed,1953.0,good,fueloil,264.0,1.0,,,True,,True,,,,,,0,Brussels,1
4829,10049007,apartment,apartment,285000,forsale,1861,xl,hyperequipped,2011.0,good,gas,145.0,2.0,,,,,True,,,,,,0,Vlaams Brabant,2
4830,9993215,apartment,apartment,285000,forsale,5300,xl,installed,2001.0,torenovate,pellet,262.0,4.0,,,,250.0,True,,True,,,,0,Namur,4
4831,9979153,apartment,apartment,289000,forsale,1090,xl,installed,1979.0,good,fueloil,402.0,3.0,,,True,,True,,,1.0,1.0,,0,Brussels,3
4832,9954409,apartment,apartment,289000,forsale,3800,xl,hyperequipped,2005.0,justrenovated,gas,188.0,3.0,,,True,,True,,,,,,0,Limburg,3
4833,9997419,apartment,apartment,291000,forsale,1070,xl,installed,2009.0,good,electric,395.0,3.0,,,True,,True,,,1.0,,,0,Brussels,3
4834,9789819,apartment,groundfloor,295000,forsale,1325,xl,installed,2007.0,good,fueloil,207.0,2.0,,,True,,True,,,2.0,,,0,Brabant Wallonia,2
4835,10104665,apartment,apartment,295000,forsale,2140,xl,hyperequipped,1960.0,justrenovated,gas,117.0,2.0,,,True,,True,,,1.0,,,0,Antwerp,2
4836,9708032,apartment,duplex,295000,forsale,4342,xl,installed,2008.0,justrenovated,gas,167.0,4.0,,,True,,True,,,1.0,1.0,,0,Liege,4
4837,10055843,apartment,duplex,298000,forsale,4051,xl,installed,2008.0,justrenovated,gas,173.0,4.0,,,True,,True,,,1.0,1.0,,0,Liege,4
